"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"799","Miconia spicata","8","239","22.84","8.08","Miconia spicata","8","85.25","9.16","3.24","Miconia spicata","8","81.25","7.59","2.68","Miconia spicata","8","442.38","167.11","59.08","Miconia spicata","8","293.38","19.81","7","Miconia spicata","8","188.38","28.08","9.93","Miconia spicata","8","105","12.98","4.59","Miconia spicata","8","235.5","22.38","7.91","Miconia spicata","8","239.5","23.9","8.45","Miconia spicata","8","244.62","21.74","7.69","Miconia spicata","8","233","23.74","8.39","Miconia spicata","8","4645.38","1941.25","686.34","Miconia spicata","8","594.88","174.75","61.78","Miconia spicata","8","172.88","143.53","50.75","Miconia spicata","8","39","16.06","5.68","Miconia spicata","8","1593","533.55","188.64","Miconia spicata","8","602.75","455.38","161","Miconia spicata","8","844.38","506.28","179","Miconia spicata","8","1233.5","783.68","277.07","Miconia spicata","8","482.38","451.37","159.58"
"800","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Macrocentrum anfractum","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"801","Macrocentrum minus","5","219.2","15.94","7.13","Macrocentrum minus","5","96","5.24","2.34","Macrocentrum minus","5","82.6","2.07","0.93","Macrocentrum minus","5","433.8","39.12","17.49","Macrocentrum minus","5","279","15.22","6.81","Macrocentrum minus","5","163.6","15.88","7.1","Macrocentrum minus","5","115.4","4.22","1.89","Macrocentrum minus","5","217.6","15.53","6.95","Macrocentrum minus","5","218.8","19.69","8.81","Macrocentrum minus","5","224.4","15.68","7.01","Macrocentrum minus","5","213.4","15.96","7.14","Macrocentrum minus","5","2352.2","417.57","186.74","Macrocentrum minus","5","370.2","65.09","29.11","Macrocentrum minus","5","76.2","24.45","10.93","Macrocentrum minus","5","49.4","5.41","2.42","Macrocentrum minus","5","1027.2","193.83","86.68","Macrocentrum minus","5","280.2","98.42","44.01","Macrocentrum minus","5","387.8","62.11","27.78","Macrocentrum minus","5","351","127.88","57.19","Macrocentrum minus","5","912","241.15","107.85"
"802","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Adelobotrys macrantha","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"803","Mouriri cyphocarpa","5","258.2","2.59","1.16","Mouriri cyphocarpa","5","92","9.49","4.24","Mouriri cyphocarpa","5","74.4","2.79","1.25","Mouriri cyphocarpa","5","794.8","156.15","69.83","Mouriri cyphocarpa","5","323.2","8.26","3.69","Mouriri cyphocarpa","5","200.2","7.89","3.53","Mouriri cyphocarpa","5","123","14.65","6.55","Mouriri cyphocarpa","5","257.6","5.55","2.48","Mouriri cyphocarpa","5","260","4.12","1.84","Mouriri cyphocarpa","5","268.6","2.61","1.17","Mouriri cyphocarpa","5","247.8","5.5","2.46","Mouriri cyphocarpa","5","3092.8","1138.48","509.14","Mouriri cyphocarpa","5","465.4","177.36","79.32","Mouriri cyphocarpa","5","81.6","37.13","16.61","Mouriri cyphocarpa","5","46.4","12.78","5.72","Mouriri cyphocarpa","5","1210.6","429.82","192.22","Mouriri cyphocarpa","5","320.4","145.46","65.05","Mouriri cyphocarpa","5","569.4","231.27","103.43","Mouriri cyphocarpa","5","807","478.46","213.97","Mouriri cyphocarpa","5","102.4","69.45","31.06"
"804","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Conostegia peltata","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"805","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia cerasiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"806","Miconia calycina","3","225.33","13.43","7.75","Miconia calycina","3","114.67","11.5","6.64","Miconia calycina","3","71.33","3.06","1.77","Miconia calycina","3","1485.67","101.69","58.71","Miconia calycina","3","304.33","9.87","5.7","Miconia calycina","3","144.33","18.72","10.81","Miconia calycina","3","160","9.54","5.51","Miconia calycina","3","229.67","15.82","9.13","Miconia calycina","3","218.33","27.75","16.02","Miconia calycina","3","242.33","15.31","8.84","Miconia calycina","3","204.33","12.66","7.31","Miconia calycina","3","1426.33","99.57","57.49","Miconia calycina","3","217","11","6.35","Miconia calycina","3","50.67","9.29","5.36","Miconia calycina","3","42.33","8.33","4.81","Miconia calycina","3","501.33","20.55","11.86","Miconia calycina","3","186.67","65.77","37.97","Miconia calycina","3","355.67","101.91","58.84","Miconia calycina","3","219.67","109.05","62.96","Miconia calycina","3","622","267.13","154.23"
"807","Rhexia cubensis","9","210.33","14.88","4.96","Rhexia cubensis","9","121.11","8.61","2.87","Rhexia cubensis","9","47.22","5.17","1.72","Rhexia cubensis","9","5026","850.02","283.34","Rhexia cubensis","9","328.56","3.91","1.3","Rhexia cubensis","9","72.11","26.16","8.72","Rhexia cubensis","9","256.44","25.53","8.51","Rhexia cubensis","9","269.89","3.92","1.31","Rhexia cubensis","9","177.11","15.4","5.13","Rhexia cubensis","9","270.33","3.84","1.28","Rhexia cubensis","9","142.67","25.67","8.56","Rhexia cubensis","9","1306.33","33.66","11.22","Rhexia cubensis","9","193.67","20.26","6.75","Rhexia cubensis","9","52.44","7.76","2.59","Rhexia cubensis","9","46","11.46","3.82","Rhexia cubensis","9","549.33","60.21","20.07","Rhexia cubensis","9","184","25.46","8.49","Rhexia cubensis","9","543","59.68","19.89","Rhexia cubensis","9","226.44","39.98","13.33","Rhexia cubensis","9","22.22","13.36","4.45"
"808","Rhexia nashii","24","184.12","22.64","4.62","Rhexia nashii","24","124.25","9.42","1.92","Rhexia nashii","24","42","5.19","1.06","Rhexia nashii","24","6301.83","1109.85","226.55","Rhexia nashii","24","324.58","7.93","1.62","Rhexia nashii","24","29.46","35.47","7.24","Rhexia nashii","24","295.12","31.32","6.39","Rhexia nashii","24","253.75","33.85","6.91","Rhexia nashii","24","145.83","28.09","5.73","Rhexia nashii","24","261.58","8.36","1.71","Rhexia nashii","24","99.96","36.52","7.45","Rhexia nashii","24","1296.29","121.62","24.83","Rhexia nashii","24","166.58","24.9","5.08","Rhexia nashii","24","67.12","11.5","2.35","Rhexia nashii","24","28.79","10.91","2.23","Rhexia nashii","24","455.75","68.49","13.98","Rhexia nashii","24","229.75","36.73","7.5","Rhexia nashii","24","446.96","68.67","14.02","Rhexia nashii","24","280.04","59.56","12.16","Rhexia nashii","24","35.92","33.78","6.9"
"809","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia xenotricha","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"810","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia macayana","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"811","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Blakea wilsoniorum","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"812","Rhexia petiolata","36","187.28","17.01","2.84","Rhexia petiolata","36","124.47","9.87","1.64","Rhexia petiolata","36","41.81","3.59","0.6","Rhexia petiolata","36","6303.14","819.4","136.57","Rhexia petiolata","36","327.39","6.68","1.11","Rhexia petiolata","36","32.11","27.97","4.66","Rhexia petiolata","36","295.28","27.19","4.53","Rhexia petiolata","36","226.64","68.67","11.45","Rhexia petiolata","36","164.64","35.1","5.85","Rhexia petiolata","36","264.53","6.9","1.15","Rhexia petiolata","36","103.08","27.34","4.56","Rhexia petiolata","36","1355.69","152.77","25.46","Rhexia petiolata","36","164.28","22.81","3.8","Rhexia petiolata","36","70.67","14.35","2.39","Rhexia petiolata","36","26","10.95","1.82","Rhexia petiolata","36","454.33","65.54","10.92","Rhexia petiolata","36","248.56","47.53","7.92","Rhexia petiolata","36","434.58","77.85","12.97","Rhexia petiolata","36","317.14","72.96","12.16","Rhexia petiolata","36","55.81","49.97","8.33"
"813","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia navifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"814","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia dissita","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"815","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia tetrastoma","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"816","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Meriania ekmanii","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"817","Miconia pausana","3","158.33","7.51","4.34","Miconia pausana","3","111","10.54","6.09","Miconia pausana","3","85","2.65","1.53","Miconia pausana","3","429","69.78","40.29","Miconia pausana","3","225.33","13.05","7.53","Miconia pausana","3","95.33","8.14","4.7","Miconia pausana","3","130","12.29","7.1","Miconia pausana","3","157.33","4.04","2.33","Miconia pausana","3","156.67","11.72","6.77","Miconia pausana","3","162.67","7.37","4.26","Miconia pausana","3","151.67","6.35","3.67","Miconia pausana","3","1337","487.25","281.31","Miconia pausana","3","172.67","70.89","40.93","Miconia pausana","3","68.33","22.59","13.04","Miconia pausana","3","26","4.36","2.52","Miconia pausana","3","454","189.01","109.12","Miconia pausana","3","233.33","82.82","47.82","Miconia pausana","3","297","61.51","35.51","Miconia pausana","3","350.33","258.91","149.48","Miconia pausana","3","2338.67","66.64","38.47"
"818","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Miconia villonacensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
