"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19"
"544","Potentilla villosula","203","-21.87","47.58","3.34","Potentilla villosula","203","89.81","20.38","1.43","Potentilla villosula","203","26.88","5","0.35","Potentilla villosula","203","8804.01","3012.96","211.47","Potentilla villosula","203","157.09","20.73","1.45","Potentilla villosula","203","-182.26","94.62","6.64","Potentilla villosula","203","339.35","97.46","6.84","Potentilla villosula","203","51.8","49.94","3.51","Potentilla villosula","203","-51.89","92","6.46","Potentilla villosula","203","92.47","18.26","1.28","Potentilla villosula","203","-129.21","83.76","5.88","Potentilla villosula","203","787.98","652.07","45.77","Potentilla villosula","203","111.5","90.49","6.35","Potentilla villosula","203","33.95","29.28","2.06","Potentilla villosula","203","41.57","17.54","1.23","Potentilla villosula","203","297.64","243.23","17.07","Potentilla villosula","203","119.23","97.75","6.86","Potentilla villosula","203","201.78","95.25","6.69","Potentilla villosula","203","209.61","225.96","15.86"
"545","Potentilla subvahliana","173","-100.13","40.61","3.09","Potentilla subvahliana","173","83.65","19.84","1.51","Potentilla subvahliana","173","18.84","3.67","0.28","Potentilla subvahliana","173","12654.44","1783.42","135.59","Potentilla subvahliana","173","127.86","35.79","2.72","Potentilla subvahliana","173","-305.36","59.17","4.5","Potentilla subvahliana","173","433.22","61.46","4.67","Potentilla subvahliana","173","58.1","30","2.28","Potentilla subvahliana","173","-198.91","86.48","6.57","Potentilla subvahliana","173","65.64","27.01","2.05","Potentilla subvahliana","173","-251.17","57.85","4.4","Potentilla subvahliana","173","271.42","143.53","10.91","Potentilla subvahliana","173","52.97","24.96","1.9","Potentilla subvahliana","173","9.87","7.15","0.54","Potentilla subvahliana","173","61.51","9.15","0.7","Potentilla subvahliana","173","131.21","60.41","4.59","Potentilla subvahliana","173","33.75","23.41","1.78","Potentilla subvahliana","173","118.29","53.4","4.06","Potentilla subvahliana","173","39.06","29.29","2.23"
"546","Cliffortia densa","10","147","12.42","3.93","Cliffortia densa","10","137.3","3.47","1.1","Cliffortia densa","10","56.4","1.35","0.43","Cliffortia densa","10","3604.2","215.96","68.29","Cliffortia densa","10","268.4","14.84","4.69","Cliffortia densa","10","28.1","7.56","2.39","Cliffortia densa","10","240.3","7.65","2.42","Cliffortia densa","10","142.3","22.34","7.06","Cliffortia densa","10","189.2","12.24","3.87","Cliffortia densa","10","191.5","13.87","4.39","Cliffortia densa","10","100","11.36","3.59","Cliffortia densa","10","456.1","20.64","6.53","Cliffortia densa","10","51.6","1.84","0.58","Cliffortia densa","10","27.4","2.72","0.86","Cliffortia densa","10","18","3.74","1.18","Cliffortia densa","10","133.5","8.14","2.57","Cliffortia densa","10","89.4","8.11","2.56","Cliffortia densa","10","93.5","10.95","3.46","Cliffortia densa","10","125.5","12.81","4.05"
"547","Crataegus dsungarica","4","96","1.15","0.58","Crataegus dsungarica","4","109.5","0.58","0.29","Crataegus dsungarica","4","30","0","0","Crataegus dsungarica","4","8763.5","14.43","7.22","Crataegus dsungarica","4","281","1.15","0.58","Crataegus dsungarica","4","-80.5","1.73","0.86","Crataegus dsungarica","4","361.5","0.58","0.29","Crataegus dsungarica","4","6.5","1.73","0.86","Crataegus dsungarica","4","184","1.15","0.58","Crataegus dsungarica","4","208","1.15","0.58","Crataegus dsungarica","4","-19.5","1.73","0.86","Crataegus dsungarica","4","1142.5","9.81","4.9","Crataegus dsungarica","4","115","1.15","0.58","Crataegus dsungarica","4","81","1.15","0.58","Crataegus dsungarica","4","10","0","0","Crataegus dsungarica","4","320.5","2.89","1.45","Crataegus dsungarica","4","255","2.31","1.16","Crataegus dsungarica","4","257.5","2.89","1.45","Crataegus dsungarica","4","300","2.31","1.16"
"548","Potentilla elegans","95","-102.89","36.12","3.71","Potentilla elegans","95","93.03","19.88","2.04","Potentilla elegans","95","19.72","2.7","0.28","Potentilla elegans","95","13314.31","2343","240.39","Potentilla elegans","95","138.79","38.85","3.99","Potentilla elegans","95","-320.54","61.49","6.31","Potentilla elegans","95","459.33","76.98","7.9","Potentilla elegans","95","63.25","35.02","3.59","Potentilla elegans","95","-190.8","80.56","8.27","Potentilla elegans","95","70.35","27.76","2.85","Potentilla elegans","95","-263.14","59.51","6.11","Potentilla elegans","95","324.88","153.86","15.79","Potentilla elegans","95","61","26.04","2.67","Potentilla elegans","95","11.16","5.84","0.6","Potentilla elegans","95","58.98","13.22","1.36","Potentilla elegans","95","153.19","71.48","7.33","Potentilla elegans","95","39.65","20.19","2.07","Potentilla elegans","95","145.84","67.91","6.97","Potentilla elegans","95","48.87","28.65","2.94"
"549","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Aria eminentiformis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"550","Neillia serratisepala","45","129.91","40.11","5.98","Neillia serratisepala","45","105.02","10.17","1.52","Neillia serratisepala","45","44.84","4.09","0.61","Neillia serratisepala","45","4647.38","549.15","81.86","Neillia serratisepala","45","226.42","39.13","5.83","Neillia serratisepala","45","-5.89","44.17","6.58","Neillia serratisepala","45","232.31","18.23","2.72","Neillia serratisepala","45","182.96","36.86","5.49","Neillia serratisepala","45","70.82","38.16","5.69","Neillia serratisepala","45","183.11","37.13","5.54","Neillia serratisepala","45","65.58","41.16","6.14","Neillia serratisepala","45","1211.78","224.88","33.52","Neillia serratisepala","45","251.87","46.27","6.9","Neillia serratisepala","45","11.69","3.55","0.53","Neillia serratisepala","45","81.76","4.44","0.66","Neillia serratisepala","45","677.07","124.31","18.53","Neillia serratisepala","45","50.89","15.1","2.25","Neillia serratisepala","45","673.56","126.49","18.86","Neillia serratisepala","45","53.98","16.06","2.39"
"551","Rubus calycinus","14","139.71","26.36","7.05","Rubus calycinus","14","110.57","3.37","0.9","Rubus calycinus","14","47.29","1.59","0.42","Rubus calycinus","14","4423.5","199.22","53.24","Rubus calycinus","14","227.93","23.07","6.17","Rubus calycinus","14","-3.43","22.57","6.03","Rubus calycinus","14","231.36","2.68","0.72","Rubus calycinus","14","189.29","23.46","6.27","Rubus calycinus","14","82.79","25.2","6.73","Rubus calycinus","14","189.29","23.46","6.27","Rubus calycinus","14","77.5","26.78","7.16","Rubus calycinus","14","1340.93","159.41","42.6","Rubus calycinus","14","266.86","28.4","7.59","Rubus calycinus","14","14.21","2.81","0.75","Rubus calycinus","14","78.57","2.85","0.76","Rubus calycinus","14","730.79","80.35","21.47","Rubus calycinus","14","64.93","13.48","3.6","Rubus calycinus","14","730.79","80.35","21.47","Rubus calycinus","14","67.21","13","3.47"
"552","Rubus wallichianus","28","157.29","40.55","7.66","Rubus wallichianus","28","92.68","17.71","3.35","Rubus wallichianus","28","43.86","7.55","1.43","Rubus wallichianus","28","4315.54","1251.5","236.51","Rubus wallichianus","28","249.82","33.5","6.33","Rubus wallichianus","28","36.39","58.25","11.01","Rubus wallichianus","28","213.43","43.63","8.25","Rubus wallichianus","28","205.93","32.14","6.07","Rubus wallichianus","28","103.96","53.06","10.03","Rubus wallichianus","28","206.79","32.31","6.11","Rubus wallichianus","28","97.36","52.39","9.9","Rubus wallichianus","28","1862.5","980.4","185.28","Rubus wallichianus","28","389.82","226.68","42.84","Rubus wallichianus","28","25.71","23.38","4.42","Rubus wallichianus","28","81.46","12.86","2.43","Rubus wallichianus","28","1029.18","581.15","109.83","Rubus wallichianus","28","93.11","73.4","13.87","Rubus wallichianus","28","1014.21","584.46","110.45","Rubus wallichianus","28","100.43","81.02","15.31"
"553","Sibbaldianthe adpressa","30","54.4","61.01","11.14","Sibbaldianthe adpressa","30","128.13","13.85","2.53","Sibbaldianthe adpressa","30","38.37","7.52","1.37","Sibbaldianthe adpressa","30","7570.77","2421.41","442.09","Sibbaldianthe adpressa","30","212.47","59.19","10.81","Sibbaldianthe adpressa","30","-129.77","77.81","14.21","Sibbaldianthe adpressa","30","342.23","75.06","13.7","Sibbaldianthe adpressa","30","141.53","54.54","9.96","Sibbaldianthe adpressa","30","-32.8","77.57","14.16","Sibbaldianthe adpressa","30","146.27","56.89","10.39","Sibbaldianthe adpressa","30","-48.03","76.98","14.05","Sibbaldianthe adpressa","30","505.6","384.48","70.2","Sibbaldianthe adpressa","30","112.33","81.48","14.88","Sibbaldianthe adpressa","30","3.47","3.87","0.71","Sibbaldianthe adpressa","30","89.2","13.17","2.4","Sibbaldianthe adpressa","30","292.63","218.88","39.96","Sibbaldianthe adpressa","30","17.87","19.51","3.56","Sibbaldianthe adpressa","30","281.3","207.13","37.82","Sibbaldianthe adpressa","30","25.73","36.78","6.72"
"554","Eriobotrya tengyuehensis","21","150.52","37.89","8.27","Eriobotrya tengyuehensis","21","109.9","7.73","1.69","Eriobotrya tengyuehensis","21","47.62","2.4","0.52","Eriobotrya tengyuehensis","21","4278.81","352.95","77.02","Eriobotrya tengyuehensis","21","239.62","36.99","8.07","Eriobotrya tengyuehensis","21","11.19","41.83","9.13","Eriobotrya tengyuehensis","21","228.43","9.53","2.08","Eriobotrya tengyuehensis","21","197.52","33.32","7.27","Eriobotrya tengyuehensis","21","93.48","39.75","8.67","Eriobotrya tengyuehensis","21","197.62","33.42","7.29","Eriobotrya tengyuehensis","21","89.86","40.34","8.8","Eriobotrya tengyuehensis","21","1289.24","232","50.63","Eriobotrya tengyuehensis","21","256.14","41.8","9.12","Eriobotrya tengyuehensis","21","14.1","3.03","0.66","Eriobotrya tengyuehensis","21","79.81","4.78","1.04","Eriobotrya tengyuehensis","21","706.76","118.61","25.88","Eriobotrya tengyuehensis","21","59.33","16.04","3.5","Eriobotrya tengyuehensis","21","700.19","116.05","25.32","Eriobotrya tengyuehensis","21","61.29","16.82","3.67"
"555","Photinia glomerata","67","147.85","38.14","4.66","Photinia glomerata","67","112","10.27","1.25","Photinia glomerata","67","46.45","3.61","0.44","Photinia glomerata","67","4562.9","455.76","55.68","Photinia glomerata","67","246.18","36.33","4.44","Photinia glomerata","67","7.31","41.49","5.07","Photinia glomerata","67","238.87","15.29","1.87","Photinia glomerata","67","199.06","34","4.15","Photinia glomerata","67","85.93","40.73","4.98","Photinia glomerata","67","199.13","34.03","4.16","Photinia glomerata","67","83.88","40.49","4.95","Photinia glomerata","67","1064.73","226.27","27.64","Photinia glomerata","67","223.87","39.44","4.82","Photinia glomerata","67","9.76","4.42","0.54","Photinia glomerata","67","86.93","8.27","1.01","Photinia glomerata","67","609.33","110.64","13.52","Photinia glomerata","67","38.93","18.01","2.2","Photinia glomerata","67","604.43","116.36","14.22","Photinia glomerata","67","40.9","21.23","2.59"
"556","Cotoneaster oliganthus","4","65","22.92","11.46","Cotoneaster oliganthus","4","129.5","13.53","6.76","Cotoneaster oliganthus","4","27.25","2.87","1.44","Cotoneaster oliganthus","4","12142","640.3","320.15","Cotoneaster oliganthus","4","290.25","16.68","8.34","Cotoneaster oliganthus","4","-178","12.99","6.5","Cotoneaster oliganthus","4","468.25","5.68","2.84","Cotoneaster oliganthus","4","195.75","20.95","10.47","Cotoneaster oliganthus","4","-85","20.64","10.32","Cotoneaster oliganthus","4","210","13.49","6.74","Cotoneaster oliganthus","4","-101.75","28.62","14.31","Cotoneaster oliganthus","4","249.5","111.48","55.74","Cotoneaster oliganthus","4","50.75","43.71","21.86","Cotoneaster oliganthus","4","6.5","5.74","2.87","Cotoneaster oliganthus","4","62.75","38.9","19.45","Cotoneaster oliganthus","4","121.25","89.18","44.59","Cotoneaster oliganthus","4","23.5","21.3","10.65","Cotoneaster oliganthus","4","118","90.34","45.17","Cotoneaster oliganthus","4","26.25","23.84","11.92"
"557","Malus florentina","28","139.32","5.26","0.99","Malus florentina","28","91.96","4.61","0.87","Malus florentina","28","33.11","1.4","0.26","Malus florentina","28","6320.36","239.42","45.25","Malus florentina","28","293.25","8.67","1.64","Malus florentina","28","19.79","5.79","1.09","Malus florentina","28","273.46","11.09","2.1","Malus florentina","28","103.46","4.7","0.89","Malus florentina","28","221.5","6.44","1.22","Malus florentina","28","221.5","6.44","1.22","Malus florentina","28","59.96","4.96","0.94","Malus florentina","28","836.21","48.84","9.23","Malus florentina","28","108.89","6.87","1.3","Malus florentina","28","32.79","3.58","0.68","Malus florentina","28","27.04","2.46","0.46","Malus florentina","28","282.71","18.08","3.42","Malus florentina","28","135.57","12.13","2.29","Malus florentina","28","135.57","12.13","2.29","Malus florentina","28","224.71","13.59","2.57"
"558","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alchemilla atriuscula","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"559","Crataegus sargentii","33","160.85","16.29","2.84","Crataegus sargentii","33","131.88","3.14","0.55","Crataegus sargentii","33","39.85","1.73","0.3","Crataegus sargentii","33","7253.06","412.36","71.78","Crataegus sargentii","33","319.94","10.05","1.75","Crataegus sargentii","33","-6.91","20.53","3.57","Crataegus sargentii","33","326.85","12.9","2.25","Crataegus sargentii","33","95.94","51.54","8.97","Crataegus sargentii","33","200.97","17.81","3.1","Crataegus sargentii","33","251.27","11.66","2.03","Crataegus sargentii","33","64.48","21.21","3.69","Crataegus sargentii","33","1435.24","60.64","10.56","Crataegus sargentii","33","165.24","6.71","1.17","Crataegus sargentii","33","78.27","7.47","1.3","Crataegus sargentii","33","19.09","1.59","0.28","Crataegus sargentii","33","435.3","18.6","3.24","Crataegus sargentii","33","276.64","15.62","2.72","Crataegus sargentii","33","338.64","39.6","6.89","Crataegus sargentii","33","400.21","18.4","3.2"
"560","Rosa transmorrisonensis","17","109.06","39.69","9.63","Rosa transmorrisonensis","17","69.76","2.41","0.58","Rosa transmorrisonensis","17","42.06","1.98","0.48","Rosa transmorrisonensis","17","3427.65","146.1","35.43","Rosa transmorrisonensis","17","181.29","44.58","10.81","Rosa transmorrisonensis","17","17.24","41.57","10.08","Rosa transmorrisonensis","17","164.06","3.45","0.84","Rosa transmorrisonensis","17","143.29","41.64","10.1","Rosa transmorrisonensis","17","75.47","34.19","8.29","Rosa transmorrisonensis","17","147.47","42.08","10.21","Rosa transmorrisonensis","17","62.18","38.41","9.32","Rosa transmorrisonensis","17","3040.47","352.46","85.48","Rosa transmorrisonensis","17","426.82","72.13","17.49","Rosa transmorrisonensis","17","91.47","13.15","3.19","Rosa transmorrisonensis","17","44.94","7.59","1.84","Rosa transmorrisonensis","17","1187.41","165.63","40.17","Rosa transmorrisonensis","17","317.12","42.12","10.22","Rosa transmorrisonensis","17","1036.06","123.86","30.04","Rosa transmorrisonensis","17","475.06","152.48","36.98"
"561","Dichotomanthes tristaniicarpa","16","166.69","17.17","4.29","Dichotomanthes tristaniicarpa","16","111.56","5.48","1.37","Dichotomanthes tristaniicarpa","16","47.56","1.31","0.33","Dichotomanthes tristaniicarpa","16","4294.69","342.83","85.71","Dichotomanthes tristaniicarpa","16","261.62","18.61","4.65","Dichotomanthes tristaniicarpa","16","29.25","20.27","5.07","Dichotomanthes tristaniicarpa","16","232.38","12.18","3.04","Dichotomanthes tristaniicarpa","16","213.81","14.75","3.69","Dichotomanthes tristaniicarpa","16","107.31","19.59","4.9","Dichotomanthes tristaniicarpa","16","213.88","14.86","3.71","Dichotomanthes tristaniicarpa","16","105.81","19.18","4.8","Dichotomanthes tristaniicarpa","16","1065.25","190.98","47.74","Dichotomanthes tristaniicarpa","16","221","42.27","10.57","Dichotomanthes tristaniicarpa","16","12.12","3.16","0.79","Dichotomanthes tristaniicarpa","16","85.06","7.65","1.91","Dichotomanthes tristaniicarpa","16","606.81","111.42","27.86","Dichotomanthes tristaniicarpa","16","44","14.34","3.58","Dichotomanthes tristaniicarpa","16","602.19","117.68","29.42","Dichotomanthes tristaniicarpa","16","44.94","14.81","3.7"
"562","Crataegus agrestina","3","180.33","1.15","0.66","Crataegus agrestina","3","131","6.93","4","Crataegus agrestina","3","41.33","2.31","1.33","Crataegus agrestina","3","6847","202.65","117","Crataegus agrestina","3","330","1.73","1","Crataegus agrestina","3","18.67","4.04","2.33","Crataegus agrestina","3","311.33","2.31","1.33","Crataegus agrestina","3","105.33","0.58","0.33","Crataegus agrestina","3","185","0","0","Crataegus agrestina","3","265.67","4.04","2.33","Crataegus agrestina","3","89.67","1.15","0.66","Crataegus agrestina","3","1407","135.1","78","Crataegus agrestina","3","165","8.66","5","Crataegus agrestina","3","67.33","2.31","1.33","Crataegus agrestina","3","20.67","0.58","0.33","Crataegus agrestina","3","427.67","32.33","18.67","Crataegus agrestina","3","267.33","19.63","11.33","Crataegus agrestina","3","352.67","58.31","33.67","Crataegus agrestina","3","396","31.18","18"
"563","Rosa sikangensis","16","83.25","32.61","8.15","Rosa sikangensis","16","124.75","18.32","4.58","Rosa sikangensis","16","43.94","3.28","0.82","Rosa sikangensis","16","5588.62","508.61","127.15","Rosa sikangensis","16","206.38","31.31","7.83","Rosa sikangensis","16","-74.19","45.32","11.33","Rosa sikangensis","16","280.56","32.26","8.06","Rosa sikangensis","16","150","30.15","7.54","Rosa sikangensis","16","11.25","34.8","8.7","Rosa sikangensis","16","150.25","30.61","7.65","Rosa sikangensis","16","7.88","34.9","8.72","Rosa sikangensis","16","724.19","171.88","42.97","Rosa sikangensis","16","168.88","26.85","6.71","Rosa sikangensis","16","3.81","2.43","0.61","Rosa sikangensis","16","97.75","18.15","4.54","Rosa sikangensis","16","438.44","80.01","20","Rosa sikangensis","16","15.69","9.59","2.4","Rosa sikangensis","16","438.38","79.97","19.99","Rosa sikangensis","16","16.75","10.87","2.72"
"564","Cotoneaster glomerulatus","10","117.2","40.48","12.8","Cotoneaster glomerulatus","10","111.8","4.05","1.28","Cotoneaster glomerulatus","10","46.6","2.17","0.69","Cotoneaster glomerulatus","10","4675.4","377.13","119.26","Cotoneaster glomerulatus","10","217.2","37.48","11.85","Cotoneaster glomerulatus","10","-21.7","40.99","12.96","Cotoneaster glomerulatus","10","238.9","10.4","3.29","Cotoneaster glomerulatus","10","171.6","36.03","11.39","Cotoneaster glomerulatus","10","57.4","40.91","12.94","Cotoneaster glomerulatus","10","171.6","36.03","11.39","Cotoneaster glomerulatus","10","53.4","42.73","13.51","Cotoneaster glomerulatus","10","1010.7","190.87","60.36","Cotoneaster glomerulatus","10","218.5","39.29","12.42","Cotoneaster glomerulatus","10","8","2.91","0.92","Cotoneaster glomerulatus","10","86.9","7.65","2.42","Cotoneaster glomerulatus","10","583.6","110.78","35.03","Cotoneaster glomerulatus","10","35.5","12.59","3.98","Cotoneaster glomerulatus","10","583.6","110.78","35.03","Cotoneaster glomerulatus","10","38.1","13.89","4.39"
"565","Malus rockii","39","110.92","44.25","7.09","Malus rockii","39","110.79","22.57","3.61","Malus rockii","39","40.72","7.64","1.22","Malus rockii","39","5638.51","844.68","135.26","Malus rockii","39","231.59","46.99","7.52","Malus rockii","39","-38.41","55.04","8.81","Malus rockii","39","270","26.46","4.24","Malus rockii","39","176.15","44.07","7.06","Malus rockii","39","36.15","43.15","6.91","Malus rockii","39","178.51","47.32","7.58","Malus rockii","39","34","43.42","6.95","Malus rockii","39","968.95","279.42","44.74","Malus rockii","39","202.9","58.15","9.31","Malus rockii","39","6.74","5.08","0.81","Malus rockii","39","87.85","11.78","1.89","Malus rockii","39","546.36","159.15","25.48","Malus rockii","39","26.41","17.38","2.78","Malus rockii","39","539.64","159.93","25.61","Malus rockii","39","27.77","18.52","2.97"
"566","Eriobotrya prinoides","19","172.63","26.34","6.04","Eriobotrya prinoides","19","106.42","13.49","3.09","Eriobotrya prinoides","19","45.58","3.31","0.76","Eriobotrya prinoides","19","4452.95","271.56","62.3","Eriobotrya prinoides","19","270","27.03","6.2","Eriobotrya prinoides","19","40.37","32.63","7.49","Eriobotrya prinoides","19","229.63","17.28","3.96","Eriobotrya prinoides","19","221.37","24.53","5.63","Eriobotrya prinoides","19","109.47","26.86","6.16","Eriobotrya prinoides","19","221.42","24.57","5.64","Eriobotrya prinoides","19","109.47","26.86","6.16","Eriobotrya prinoides","19","998.53","107.71","24.71","Eriobotrya prinoides","19","212.26","25.34","5.81","Eriobotrya prinoides","19","9.26","3.36","0.77","Eriobotrya prinoides","19","86.95","8.59","1.97","Eriobotrya prinoides","19","575.95","60.19","13.81","Eriobotrya prinoides","19","36.16","12.17","2.79","Eriobotrya prinoides","19","567.26","73.27","16.81","Eriobotrya prinoides","19","36.16","12.17","2.79"
"567","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Photinia tsaii","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"568","Photinia bodinieri","44","161.48","24.76","3.73","Photinia bodinieri","44","93.43","18.66","2.81","Photinia bodinieri","44","35.5","10.9","1.64","Photinia bodinieri","44","6098.91","1688.87","254.61","Photinia bodinieri","44","287.41","38.2","5.76","Photinia bodinieri","44","20.27","28.79","4.34","Photinia bodinieri","44","267.14","32.97","4.97","Photinia bodinieri","44","223.95","27","4.07","Photinia bodinieri","44","82.25","36.14","5.45","Photinia bodinieri","44","234.57","33.5","5.05","Photinia bodinieri","44","78","32.58","4.91","Photinia bodinieri","44","1193","232.58","35.06","Photinia bodinieri","44","230.43","52.1","7.85","Photinia bodinieri","44","17.64","11.85","1.79","Photinia bodinieri","44","75.86","16.84","2.54","Photinia bodinieri","44","622.43","126.26","19.03","Photinia bodinieri","44","62.8","41.19","6.21","Photinia bodinieri","44","583.98","123.39","18.6","Photinia bodinieri","44","66.02","48.45","7.3"
"569","Neillia gracilis","8","127.88","30.88","10.92","Neillia gracilis","8","113.12","4.94","1.75","Neillia gracilis","8","45.88","2.85","1.01","Neillia gracilis","8","4762.75","327.69","115.86","Neillia gracilis","8","230.12","26.24","9.28","Neillia gracilis","8","-14.88","32.03","11.32","Neillia gracilis","8","245","10.99","3.89","Neillia gracilis","8","183.25","27.44","9.7","Neillia gracilis","8","63","34.79","12.3","Neillia gracilis","8","183.25","27.44","9.7","Neillia gracilis","8","61.88","32.62","11.53","Neillia gracilis","8","1039","173.32","61.28","Neillia gracilis","8","224.12","19.74","6.98","Neillia gracilis","8","7.62","5.21","1.84","Neillia gracilis","8","90.12","10.75","3.8","Neillia gracilis","8","600.88","64.47","22.79","Neillia gracilis","8","31","23.27","8.23","Neillia gracilis","8","600.88","64.47","22.79","Neillia gracilis","8","32","25.85","9.14"
