"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"261","Diplycosia acuminata","4","233","37.89","18.94","Diplycosia acuminata","4","79.25","9.18","4.59","Diplycosia acuminata","4","89","3.83","1.92","Diplycosia acuminata","4","303.25","117.32","58.66","Diplycosia acuminata","4","279","40.91","20.45","Diplycosia acuminata","4","190.25","36.03","18.02","Diplycosia acuminata","4","88.75","10.5","5.25","Diplycosia acuminata","4","230.75","37.1","18.55","Diplycosia acuminata","4","233.5","38.61","19.3","Diplycosia acuminata","4","236","37.9","18.95","Diplycosia acuminata","4","228.5","37.57","18.78","Diplycosia acuminata","4","3032.75","493.35","246.68","Diplycosia acuminata","4","361.25","64.42","32.21","Diplycosia acuminata","4","165.75","33.64","16.82","Diplycosia acuminata","4","23","7.75","3.88","Diplycosia acuminata","4","970.25","199.86","99.93","Diplycosia acuminata","4","538.25","107.24","53.62","Diplycosia acuminata","4","773.25","111.37","55.69","Diplycosia acuminata","4","824","339.68","169.84","Diplycosia acuminata","4","667.25","737.79","368.9"
"262","Costera endertii","3","214.67","43.59","25.17","Costera endertii","3","73","1","0.58","Costera endertii","3","87","3.61","2.08","Costera endertii","3","308.67","96.3","55.6","Costera endertii","3","258","40.73","23.52","Costera endertii","3","174.33","44.75","25.84","Costera endertii","3","83.67","4.51","2.6","Costera endertii","3","214.33","44.75","25.84","Costera endertii","3","212.67","44.56","25.73","Costera endertii","3","217.67","41.86","24.17","Costera endertii","3","210.33","44.75","25.84","Costera endertii","3","2813.67","36.17","20.88","Costera endertii","3","305.33","10.02","5.79","Costera endertii","3","177.67","29.14","16.82","Costera endertii","3","16.67","6.43","3.71","Costera endertii","3","821.67","30.29","17.49","Costera endertii","3","557.33","94.65","54.65","Costera endertii","3","739.67","30.01","17.33","Costera endertii","3","682","90.81","52.43","Costera endertii","3","1025.67","846.76","488.88"
"263","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Erica sicula","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"264","Dracophyllum pronum","16","70.19","12.91","3.23","Dracophyllum pronum","16","93.19","8.03","2.01","Dracophyllum pronum","16","44.88","1.02","0.26","Dracophyllum pronum","16","3852.12","373.21","93.3","Dracophyllum pronum","16","180","12.19","3.05","Dracophyllum pronum","16","-25.12","15.75","3.94","Dracophyllum pronum","16","205.12","17.6","4.4","Dracophyllum pronum","16","55.62","22.41","5.6","Dracophyllum pronum","16","82.56","47.64","11.91","Dracophyllum pronum","16","118.25","11.39","2.85","Dracophyllum pronum","16","18.5","16.21","4.05","Dracophyllum pronum","16","2192.44","768.33","192.08","Dracophyllum pronum","16","217.44","79.52","19.88","Dracophyllum pronum","16","121.69","40.43","10.11","Dracophyllum pronum","16","13.62","2.9","0.72","Dracophyllum pronum","16","617.56","229.73","57.43","Dracophyllum pronum","16","457.12","154.6","38.65","Dracophyllum pronum","16","474.88","171.51","42.88","Dracophyllum pronum","16","553.75","199.61","49.9","Dracophyllum pronum","16","996.88","240.55","60.14"
"265","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum cosmelioides","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"266","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Thibaudia litensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"267","Themistoclesia costaricensis","9","190.78","24.38","8.13","Themistoclesia costaricensis","9","96.33","7.19","2.4","Themistoclesia costaricensis","9","83","5.92","1.97","Themistoclesia costaricensis","9","425.44","150.95","50.32","Themistoclesia costaricensis","9","249.56","25.18","8.39","Themistoclesia costaricensis","9","133.89","25.25","8.42","Themistoclesia costaricensis","9","115.67","7.3","2.43","Themistoclesia costaricensis","9","188.11","23.18","7.73","Themistoclesia costaricensis","9","190.44","25.92","8.64","Themistoclesia costaricensis","9","195.44","23.79","7.93","Themistoclesia costaricensis","9","184.89","25.88","8.63","Themistoclesia costaricensis","9","2804.67","508.27","169.42","Themistoclesia costaricensis","9","395.33","82.94","27.65","Themistoclesia costaricensis","9","94.56","46.21","15.4","Themistoclesia costaricensis","9","40.22","10.95","3.65","Themistoclesia costaricensis","9","1011.56","222.34","74.11","Themistoclesia costaricensis","9","338.44","163.21","54.4","Themistoclesia costaricensis","9","652.78","212.36","70.79","Themistoclesia costaricensis","9","670.67","263.44","87.81","Themistoclesia costaricensis","9","1505","439.5","146.5"
"268","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Diogenesia alstoniana","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"269","Rhododendron hirsutum","14","54.64","26.93","7.2","Rhododendron hirsutum","14","86.14","9.05","2.42","Rhododendron hirsutum","14","31.14","1.75","0.47","Rhododendron hirsutum","14","6523.14","359.65","96.12","Rhododendron hirsutum","14","198.14","34.16","9.13","Rhododendron hirsutum","14","-73.14","24.99","6.68","Rhododendron hirsutum","14","271.29","18.05","4.82","Rhododendron hirsutum","14","134.36","28.82","7.7","Rhododendron hirsutum","14","-21.29","25.68","6.86","Rhododendron hirsutum","14","136.86","30.28","8.09","Rhododendron hirsutum","14","-30.14","24.19","6.47","Rhododendron hirsutum","14","1119.71","192.29","51.39","Rhododendron hirsutum","14","137","21.4","5.72","Rhododendron hirsutum","14","57.79","12.85","3.43","Rhododendron hirsutum","14","29.36","3.97","1.06","Rhododendron hirsutum","14","391.93","64.49","17.24","Rhododendron hirsutum","14","187.14","42.83","11.45","Rhododendron hirsutum","14","391.36","65.39","17.48","Rhododendron hirsutum","14","192.21","45.9","12.27","Rhododendron hirsutum","14","1165.86","475.39","127.05"
"270","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Rhododendron glischrum","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"271","Zenobia pulverulenta","10","161.3","7.93","2.51","Zenobia pulverulenta","10","127.5","6.84","2.16","Zenobia pulverulenta","10","38.9","1.66","0.52","Zenobia pulverulenta","10","7255.6","252.61","79.88","Zenobia pulverulenta","10","318.7","5.76","1.82","Zenobia pulverulenta","10","-5.8","10.53","3.33","Zenobia pulverulenta","10","324.5","11.02","3.48","Zenobia pulverulenta","10","251.3","4.27","1.35","Zenobia pulverulenta","10","117.9","9.48","3","Zenobia pulverulenta","10","252.1","4.63","1.46","Zenobia pulverulenta","10","64.6","10.93","3.46","Zenobia pulverulenta","10","1228.6","71.97","22.76","Zenobia pulverulenta","10","146.3","17.63","5.58","Zenobia pulverulenta","10","73.6","5.27","1.67","Zenobia pulverulenta","10","21.4","4.93","1.56","Zenobia pulverulenta","10","402.3","46.86","14.82","Zenobia pulverulenta","10","239.4","13.95","4.41","Zenobia pulverulenta","10","400.4","43.63","13.8","Zenobia pulverulenta","10","280.5","9.57","3.03","Zenobia pulverulenta","10","43.8","35.23","11.14"
"272","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema megabracteatum","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"273","Elliottia racemosa","3","158.67","36.61","21.14","Elliottia racemosa","3","124.67","16.26","9.39","Elliottia racemosa","3","37.67","6.66","3.85","Elliottia racemosa","3","7413.67","1232.7","711.7","Elliottia racemosa","3","321.67","19.73","11.39","Elliottia racemosa","3","-7.67","43.02","24.84","Elliottia racemosa","3","329.33","24.54","14.17","Elliottia racemosa","3","193.33","91.43","52.79","Elliottia racemosa","3","109","92.71","53.53","Elliottia racemosa","3","252","19.47","11.24","Elliottia racemosa","3","60.67","52","30.02","Elliottia racemosa","3","1172.67","42.06","24.28","Elliottia racemosa","3","128","20.22","11.67","Elliottia racemosa","3","67.33","7.02","4.05","Elliottia racemosa","3","18.67","7.64","4.41","Elliottia racemosa","3","360.33","54.43","31.43","Elliottia racemosa","3","227.67","20.01","11.55","Elliottia racemosa","3","356.33","57.5","33.2","Elliottia racemosa","3","280","31.05","17.93","Elliottia racemosa","3","69.67","23.07","13.32"
"274","Dracophyllum kirkii","8","65.88","19.22","6.8","Dracophyllum kirkii","8","93.5","6.61","2.34","Dracophyllum kirkii","8","44.12","0.64","0.23","Dracophyllum kirkii","8","3943.75","305.89","108.15","Dracophyllum kirkii","8","177.75","16.82","5.95","Dracophyllum kirkii","8","-30.88","19.63","6.94","Dracophyllum kirkii","8","208.62","15.42","5.45","Dracophyllum kirkii","8","55.38","23.52","8.32","Dracophyllum kirkii","8","71.38","52.11","18.42","Dracophyllum kirkii","8","115","17.63","6.23","Dracophyllum kirkii","8","12.75","21.22","7.5","Dracophyllum kirkii","8","3041.12","923.24","326.41","Dracophyllum kirkii","8","301.5","89.7","31.71","Dracophyllum kirkii","8","168.5","61.01","21.57","Dracophyllum kirkii","8","14.38","1.51","0.53","Dracophyllum kirkii","8","851.88","251.91","89.06","Dracophyllum kirkii","8","642.12","224.61","79.41","Dracophyllum kirkii","8","680.62","247.37","87.46","Dracophyllum kirkii","8","735.75","173.36","61.29","Dracophyllum kirkii","8","1122","363.51","128.52"
"275","Erica carnea","35","76.43","32.38","5.47","Erica carnea","35","83.31","10.7","1.81","Erica carnea","35","30.6","2.06","0.35","Erica carnea","35","6519.31","439.6","74.31","Erica carnea","35","220.11","38.1","6.44","Erica carnea","35","-46.46","33","5.58","Erica carnea","35","266.57","20.56","3.48","Erica carnea","35","131.26","44.22","7.47","Erica carnea","35","29.14","75.67","12.79","Erica carnea","35","159.09","35.13","5.94","Erica carnea","35","-7.63","31.18","5.27","Erica carnea","35","981.06","241.19","40.77","Erica carnea","35","118.03","25.72","4.35","Erica carnea","35","54.49","17.52","2.96","Erica carnea","35","25.8","7.52","1.27","Erica carnea","35","332.2","74.17","12.54","Erica carnea","35","177.86","53.75","9.09","Erica carnea","35","303.4","89.51","15.13","Erica carnea","35","194.06","63.09","10.66","Erica carnea","35","795.63","584.59","98.81"
"276","Rhododendron fulvum","10","119.2","56.34","17.82","Rhododendron fulvum","10","111.5","4.88","1.54","Rhododendron fulvum","10","46.1","2.38","0.75","Rhododendron fulvum","10","4666.4","399.93","126.47","Rhododendron fulvum","10","217.9","49.1","15.53","Rhododendron fulvum","10","-21.9","54.62","17.27","Rhododendron fulvum","10","239.8","10.08","3.19","Rhododendron fulvum","10","172.8","49.12","15.53","Rhododendron fulvum","10","59.2","55.85","17.66","Rhododendron fulvum","10","172.8","49.12","15.53","Rhododendron fulvum","10","54.8","58.86","18.61","Rhododendron fulvum","10","1105.6","291.59","92.21","Rhododendron fulvum","10","229.7","46.72","14.77","Rhododendron fulvum","10","10.7","4.67","1.48","Rhododendron fulvum","10","83.3","6.5","2.06","Rhododendron fulvum","10","621.7","145.12","45.89","Rhododendron fulvum","10","45.1","19.71","6.23","Rhododendron fulvum","10","621.7","145.12","45.89","Rhododendron fulvum","10","48.5","22.7","7.18","Rhododendron fulvum","10","2540.4","1022.62","323.38"
"277","Gaultheria dumicola","4","140.5","27.77","13.88","Gaultheria dumicola","4","108.5","3.42","1.71","Gaultheria dumicola","4","46.5","1.91","0.96","Gaultheria dumicola","4","4512.5","216.49","108.25","Gaultheria dumicola","4","231","26.88","13.44","Gaultheria dumicola","4","-0.75","25.62","12.81","Gaultheria dumicola","4","231.75","3.69","1.84","Gaultheria dumicola","4","191.25","25.94","12.97","Gaultheria dumicola","4","82.5","27.83","13.91","Gaultheria dumicola","4","191.25","25.94","12.97","Gaultheria dumicola","4","77.25","26.61","13.3","Gaultheria dumicola","4","1396","129.45","64.72","Gaultheria dumicola","4","276.5","20.5","10.25","Gaultheria dumicola","4","13.75","3.86","1.93","Gaultheria dumicola","4","78.25","5.5","2.75","Gaultheria dumicola","4","762.25","56.5","28.25","Gaultheria dumicola","4","61.5","13.96","6.98","Gaultheria dumicola","4","762.25","56.5","28.25","Gaultheria dumicola","4","70","16.25","8.12","Gaultheria dumicola","4","2165.25","563.85","281.92"
"278","Rhododendron anthosphaerum","11","127.73","44.36","13.38","Rhododendron anthosphaerum","11","110.82","9.41","2.84","Rhododendron anthosphaerum","11","45.82","4.33","1.31","Rhododendron anthosphaerum","11","4683.82","512.21","154.44","Rhododendron anthosphaerum","11","226.82","42.23","12.73","Rhododendron anthosphaerum","11","-12.64","43.02","12.97","Rhododendron anthosphaerum","11","239.45","12.41","3.74","Rhododendron anthosphaerum","11","181.27","40.45","12.2","Rhododendron anthosphaerum","11","66.82","42.68","12.87","Rhododendron anthosphaerum","11","181.64","40.66","12.26","Rhododendron anthosphaerum","11","63","45.77","13.8","Rhododendron anthosphaerum","11","1078.45","261.82","78.94","Rhododendron anthosphaerum","11","224.27","43.76","13.19","Rhododendron anthosphaerum","11","9.55","4.97","1.5","Rhododendron anthosphaerum","11","85.09","8.93","2.69","Rhododendron anthosphaerum","11","608.09","132.53","39.96","Rhododendron anthosphaerum","11","41","21.27","6.41","Rhododendron anthosphaerum","11","608","132.63","39.99","Rhododendron anthosphaerum","11","43.18","24.86","7.5","Rhododendron anthosphaerum","11","2398.55","792.92","239.07"
"279","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gaultheria albiflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"280","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Ceratostema silvicola","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"281","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Gonocalyx costaricensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
